Company Name,Sector,Market Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,Annual Sales
Republic Services Inc,Industrials,62.72,26.13,2.1362228,1.77,69.4,57.53,21590903863,2734000000.0,2.8841186,2.83,62270727422.09015
ResMed,Health Care,89.26,31.54,1.5120423,2.41,104.78,67.04,13233622689,636942000.0,6.1640687,6.61,81572959404.87473
Robert Half International,Industrials,52.26,20.18,1.7075773,2.32,60.59,42.92,7047165475,565196000.0,1.3330402,5.98,9394154874.227095
Rockwell Automation Inc.,Industrials,178.73,26.48,1.7692552,6.35,210.72,147.67,24123216432,1323200000.0,3.760594,10.94,90717622974.88062
Rockwell Collins,Industrials,133.31,22.29,0.9748892,4.8,139.63,89.9,22197870556,1696000000.0,3.781273,3.46,83936208590.8978
Roper Technologies,Industrials,259.4,27.57,0.61985797,9.38,290.415,191.22,27247789759,1555209000.0,5.9715905,4.23,162712642470.84167
Ross Stores,Consumer Discretionary,75.06,26.52,0.82061803,2.83,85.66,52.85,29803566306,2247009000.0,2.9734495,10.28,88619399330.79256
Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,16.26,1.8674136,7.53,135.65,93.4,27418147452,2876309000.0,3.1026611,2.56,85069219533.38452
"S&P Global, Inc.",Financials,173.31,27.38,1.0947506,7.95,185.38,124.64,46585950000,3021000000.0,10.254704,50.56,477725127808.8
Salesforce.com,Information Technology,104.03,520.15,0.0,0.27,114.52,79.63,79489115000,925804000.0,10.3738785,8.81,824610421082.5275
SBA Communications,Real Estate,159.85,199.81,0.0,0.62,177.67,103.51,19572031314,1074240000.0,15.189207,91.04,297283635038.828
SCANA Corp,Utilities,35.6,8.75,6.6830335,4.16,71.28,35.31,5229448882,1459000000.0,1.651705,0.92,8637506865.64381
Schlumberger Ltd.,Energy,67.4,44.93,2.8673835,-1.08,82.71,61.02,96529311126,3222000000.0,3.2297828,2.64,311768708770.60345
Scripps Networks Interactive Inc.,Consumer Discretionary,86.46,16.04,1.3761468,5.18,88.87,64.87,11328642413,1351059000.0,4.374079,4.22,49552376877.21263
Seagate Technology,Information Technology,47.44,11.51,5.085772,2.58,56.45,30.6,14113197720,1811000000.0,1.3048558,13.33,18415687901.488773
Sealed Air,Materials,42.62,21.31,1.4427412,2.46,50.62,41.22,8001938397,969700000.0,2.4700067,10.55,19764841453.57726
Sempra Energy,Utilities,103.36,19.14,3.1607263,5.45,122.975,100.63,26163862235,3763000000.0,3.15303,1.98,82495442542.82205
Sherwin-Williams,Materials,387.65,26.75,0.8426688,18.61,435.15,302.0101,37730994828,2160668000.0,2.5276077,13.42,95369153055.91298
Signet Jewelers,Consumer Discretionary,49.38,6.65,2.4730754,7.03,77.94,46.09,3034275549,852700000.0,0.7564699,1.38,2295338121.124475
Simon Property Group Inc,Real Estate,152.18,13.56,5.0368075,6.25,187.35,150.15,48139839531,4411515000.0,8.754495,13.24,421439984474.94183
Skyworks Solutions,Information Technology,99.04,16.45,1.2629502,5.41,117.65,90.53,18493080922,1122900000.0,6.9704437,4.25,128904979406.3451
SL Green Realty,Real Estate,90.61,14.07,3.4998922,0.88,115.34,91.2,8617714345,795889000.0,6.5820084,1.32,56721868207.5905
Snap-On Inc.,Consumer Discretionary,156.72,15.81,1.968433,9.2,185.47,140.83,9499107736,982200000.0,3.5114813,3.21,33355939181.649334
Southern Co.,Utilities,43.4,15.78,5.3530226,2.53,53.51,42.63,43497224128,6012000000.0,2.5080602,1.82,109093656645.9165
Southwest Airlines,Industrials,55.63,15.89,0.863707,5.82,66.985,49.76,34351211637,4533000000.0,1.6294897,3.84,55974945545.011635
Stanley Black & Decker,Consumer Discretionary,152.86,20.57,1.5775635,8.05,176.62,121.09,24496399600,2264600000.0,1.944325,3.34,47628962152.270004
Starbucks Corp.,Consumer Discretionary,53.77,25.98,2.203452,1.97,64.87,52.58,76548976000,7361500000.0,3.4392443,13.36,263270629378.8368
State Street Corp.,Financials,98.54,15.35,1.6228749,5.23,114.27,75.27,38059113300,0.0,3.263072,1.95,124189626954.0576
Stericycle Inc,Industrials,70.55,16.26,0.0,2.08,88.0,61.25,6218560288,305085000.0,2.2607324,2.15,14058500724.434933
Stryker Corp.,Health Care,148.01,23.46,1.2234008,2.68,170.0,122.01,57509096756,2863000000.0,4.635566,5.54,266587213612.82388
SunTrust Banks,Financials,65.8,16.25,2.3185046,4.48,72.06,51.96,32498948310,0.0,3.3089445,1.38,107537216266.1588
Symantec Corp.,Information Technology,25.59,39.37,1.1286682,-0.17,34.2,25.65,16520497264,1227000000.0,3.5516493,3.36,58675012543.33751
Synchrony Financial,Financials,34.98,13.35,1.6,2.41,40.59,26.01,28893750000,0.0,2.1096623,1.97,60956055080.625
Synopsys Inc.,Information Technology,82.62,67.72,0.0,0.87,94.8,64.75,12767067883,579844000.0,6.276264,3.98,80129488539.62912
Sysco Corp.,Consumer Staples,57.0,22.98,2.4644873,2.08,64.27,48.85,30445320778,2988725000.0,0.7295535,13.4,22211490332.212624
T. Rowe Price Group,Financials,101.99,19.92,2.140443,4.75,120.07,66.7,25810865035,2281400000.0,7.3911157,4.61,190771089790.76956
"Tapestry, Inc.",Consumer Discretionary,48.85,102.09649999999999,0.0,2.09,50.71,36.69,14247199374,0.0,4.0785494,4.35,58107906458.50807
Target Corp.,Consumer Discretionary,71.11,14.19,3.3856654,4.71,78.7,48.56,39816696539,7105000000.0,0.8047394,3.45,32042064482.776936
TE Connectivity Ltd.,Information Technology,95.27,19.72,1.6062645,4.71,108.23,71.93,34983666316,2797000000.0,2.5734365,3.6,90028243801.41493
TechnipFMC,Energy,29.1,18.77,1.7060367,0.0,35.0,24.53,14163064455,540167833.423084,1.561575,1.06,22116687376.316624
Texas Instruments,Information Technology,97.66,24.05,2.4318495,3.6,120.75,74.52,100262526470,7013000000.0,6.9572234,9.32,697548795300.2034
Textron Inc.,Industrials,55.54,22.13,0.1381454,1.14,62.19,45.0,15254672353,1454000000.0,1.0645695,2.57,16239658919.497032
The Bank of New York Mellon Corp.,Financials,53.29,14.76,1.7347307,3.73,58.99,44.91,56083904906,0.0,3.3834257,1.49,189755725215.3165
The Clorox Company,Consumer Staples,127.76,23.44,2.6286967,5.33,150.4,124.09,16540418002,1295000000.0,2.798683,21.62,46291386675.09137
The Cooper Companies,Health Care,223.17,22.96,0.026033757,7.52,256.39,187.02,11297958140,615700000.0,6.8538465,3.57,77434470854.98552
The Hershey Company,Consumer Staples,97.65,20.51,2.6494346,3.66,116.49,98.851,20867272020,1404123000.0,2.8396711,25.64,59256189291.03262
The Mosaic Company,Materials,24.13,23.66,0.3960396,0.85,34.36,19.23,9726962131,1165100000.0,1.8161958,0.94,17666067769.08125
The Travelers Companies Inc.,Financials,135.01,16.48,2.0261714,7.31,150.55,113.76,38903131815,0.0,1.33382,1.63,51889775277.4833
The Walt Disney Company,Consumer Discretionary,101.35,17.78,1.6036655,5.7,116.1,96.2,157817273295,12544000000.0,3.9635563,3.82,625517647817.219
Thermo Fisher Scientific,Health Care,198.73,21.84,0.3276319,5.6,226.44,151.69,83226586345,4751300000.0,4.015666,3.38,334210173081.6808
Tiffany & Co.,Consumer Discretionary,99.62,27.0,1.9402406,3.55,111.44,77.93,12810515320,949500000.0,4.516748,3.97,57861869450.57935
Time Warner Inc.,Consumer Discretionary,93.02,15.35,1.6927768,6.62,103.9,85.88,74185800000,7671000000.0,2.3735986,2.73,176087311019.87997
TJX Companies Inc.,Consumer Discretionary,74.36,21.01,1.64042,3.46,81.46,66.44,48181450881,4600216000.0,1.9293598,10.35,92959354435.47598
Torchmark Corp.,Financials,80.52,17.02,0.7204611,4.5,93.595,73.53,9614412169,0.0,3.1079664,1.88,29881269977.00312
Total System Services,Information Technology,81.17,25.85,0.6091133,3.16,89.92,50.96,15694951118,1097534000.0,3.175548,6.57,49840070632.86266
Tractor Supply Company,Consumer Discretionary,65.94,19.57,1.6030874,3.3,82.68,49.87,8459271203,859519000.0,1.1642125,6.01,9848389275.422638
TransDigm Group,Industrials,283.0,23.76,0.0,7.92,321.38,203.72,15241203731,1635916000.0,4.268832,1.0,65062138205.412186
TripAdvisor,Consumer Discretionary,40.05,58.04,0.0,0.81,53.29,29.5,5700998508,234000000.0,4.5925775,3.49,26182277475.37437
Twenty-First Century Fox Class A,Consumer Discretionary,34.56,17.81,0.9983361,1.59,39.135,24.81,44027094922,5280000000.0,2.1080317,4.11,92810511754.48503
Twenty-First Century Fox Class B,Consumer Discretionary,34.09,17.57,1.0084034,1.59,38.56,24.3,66135313503,5280000000.0,3.1654842,4.04,209350289955.79315
Tyson Foods,Consumer Staples,73.92,13.92,1.6353229,4.79,84.65,57.2,26957526800,2521000000.0,0.93730986,2.55,25267555670.854248
U.S. Bancorp,Financials,52.65,15.35,2.189781,3.52,58.5,49.535,90940115897,0.0,3.7773547,2.09,343513074202.0777
UDR Inc,Real Estate,32.92,17.79,3.668639,1.08,40.71,33.31,9050154422,665141000.0,12.365829,3.27,111912662006.04584
Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,209.09,32.07,0.0,6.52,314.86,187.96,13300000127,1002093000.0,3.3779113,8.04,44926220718.994736
Under Armour Class A,Consumer Discretionary,13.14,32.05,0.0,0.45,23.46,11.4,5856913571,399277000.0,1.602308,2.72,9384579470.121868
Under Armour Class C,Consumer Discretionary,11.95,29.15,0.0,0.45,21.805,10.36,5366628950,399277000.0,1.4738787,2.5,7909760100.2083645
Union Pacific,Industrials,124.86,22.06,2.062655,13.52,143.05,101.06,101513290382,10169000000.0,4.8605075,1.0,493406109251.38885
United Continental Holdings,Industrials,63.37,8.85,0.0,7.05,83.04,56.51,19363059152,5929000000.0,0.5020496,2.09,9721216102.03794
United Health Group Inc.,Health Care,216.46,21.47,1.3284917,10.71,250.79,156.49,218834811333,17454000000.0,1.0903316,4.71,238602509976.40805
United Parcel Service,Industrials,109.28,18.27,2.9666696,5.62,135.53,102.12,96436356833,7919000000.0,1.4744618,64.7,142191724281.4275
"United Rentals, Inc.",Industrials,161.99,16.33,0.0,15.72,189.0,100.621,14654954091,2760000000.0,2.1782618,4.53,31922326677.179024
United Technologies,Industrials,127.48,19.26,2.1216943,5.7,139.24,107.05,105387272474,10584000000.0,1.7324123,3.4,182574207097.40903
"Universal Health Services, Inc.",Health Care,114.87,15.36,0.34153005,7.14,129.74,95.26,11116075286,1676204000.0,1.3158662,2.21,14627267745.502735
Unum Group,Financials,47.87,11.51,1.8189007,4.38,58.73,43.55,11256432318,0.0,0.9984924,1.19,11239462120.637383
V.F. Corp.,Consumer Discretionary,78.75,25.9,2.2865665,2.55,82.95,48.05,31797645904,1624441000.0,3.7110944,7.89,118004065647.51733
Valero Energy,Energy,86.77,18.74,3.5618877,9.24,99.95,60.69,39312309113,5401000000.0,0.4211918,1.93,16558022237.460873
Varian Medical Systems,Health Care,112.82,29.93,0.0,2.69,130.29,77.73,10692681720,500600000.0,3.9652252,7.32,42398891011.72334
Ventas Inc,Real Estate,50.92,12.21,5.965641,1.86,72.36,51.8,18865999082,1935931000.0,7.0740495,1.76,133459011373.02257
Verisign Inc.,Information Technology,105.62,29.5,0.0,3.43,118.28,81.17,10754983829,767864000.0,12.401829,10.82,133381470345.02324
Verisk Analytics,Industrials,92.28,28.84,0.0,3.45,100.54,75.6,15594677147,1011200000.0,9.935474,9.34,154940509332.41266
Verizon Communications,Telecommunication Services,49.04,13.08,4.626544,7.36,54.77,42.8,208092277044,45745000000.0,1.6452544,7.96,342364734412.66
Vertex Pharmaceuticals Inc,Health Care,151.6,252.67,0.0,1.04,174.955,84.39,39369386348,97562000.0,16.185404,21.91,637209423274.4645
Viacom Inc.,Consumer Discretionary,32.71,8.68,2.622091,4.68,46.72,22.13,10601008017,5600000000.0,1.0924768,2.08,11581355315.186506
Visa Inc.,Information Technology,113.86,32.72,0.70204765,2.8,126.88,84.88,270038723213,13086000000.0,14.433654,9.4,3897645497458.2104
Vornado Realty Trust,Real Estate,66.18,16.22,3.744428,4.33,111.72,66.0101,12778779911,0.0,7.1491003,3.63,91356779295.36407
Vulcan Materials,Materials,121.47,40.9,0.7797879,3.1,141.2,108.95,16964162228,970976000.0,5.7576876,3.54,97674346504.54396
Wal-Mart Stores,Consumer Staples,100.02,23.1,1.983471,4.39,109.98,66.89,304680931618,30721000000.0,0.82099426,3.89,250141295989.8305
Walgreens Boots Alliance,Consumer Staples,68.22,13.38,2.2368238,3.78,88.0,63.82,70862541911,7083000000.0,0.5904388,3.06,41839994210.88055
Waste Management Inc.,Industrials,79.12,25.36,2.0800195,2.66,89.73,69.55,35488486675,3896000000.0,3.2787669,6.73,116358475441.08105
Waters Corporation,Health Care,191.79,26.64,0.0,0.19,220.2,145.94,16064078572,773932000.0,6.9824114,6.15,112166005351.62852
Wec Energy Group Inc,Utilities,59.5,19.57,3.691948,3.79,70.09,56.63,18890296993,2736500000.0,2.4834197,2.1,46912535691.26696
Wells Fargo,Financials,55.4,13.58,2.7111576,4.07,66.31,49.27,281463620775,0.0,2.8728192,1.58,808594093863.9388
Welltower Inc.,Real Estate,54.67,12.74,6.1538463,2.81,78.17,55.29,20943679019,1908253000.0,6.725218,1.49,140850807124.80115
Western Digital,Information Technology,80.09,10.19,2.389201,1.29,95.77,71.38,24760297793,5169000000.0,1.245503,2.0,30839025182.07488
Western Union Co,Information Technology,18.81,10.17,3.5915854,0.51,22.21,18.39,8951609207,694600000.0,2.22677,12.65,19933174833.87139
WestRock Company,Materials,60.93,23.26,2.6699784,2.77,71.55,49.23,16433340688,2262300000.0,1.075785,1.58,17678741412.04008
Weyerhaeuser Corp.,Real Estate,33.6,34.29,3.7079954,0.77,37.89,30.9504,26070297960,1365000000.0,3.6396794,2.9,94887526436.87402
Whirlpool Corp.,Consumer Discretionary,164.95,11.77,2.5652986,4.51,202.99,158.8,12177920000,1842000000.0,0.58064795,2.57,7071084283.264
Williams Cos.,Energy,28.56,48.41,4.0,-0.57,33.67,26.8188,24802396470,3955000000.0,4.2982845,3.01,106607756309.85573
Willis Towers Watson,Financials,152.36,18.67,1.347058,3.07,165.0,120.869,20780269334,1440000000.0,3.4484663,2.1,71660058503.22244
Wyndham Worldwide,Consumer Discretionary,113.56,18.77,1.9541779,5.53,127.96,80.11,11993835688,1232000000.0,2.7332082,18.91,32781650051.89424
Wynn Resorts Ltd,Consumer Discretionary,169.28,31.7,1.1279043,7.27,203.63,92.67,18225400525,1501301000.0,2.478658,51.69,45174534814.495445
Xcel Energy Inc,Utilities,42.44,18.14,3.3914273,2.21,52.22,41.16,21559611927,3885828000.0,2.520456,1.94,54340053239.078705
Xerox Corp.,Information Technology,29.8,8.87,3.207184,0.59,37.42,26.64,7938833340,1191000000.0,0.7877656,1.49,6253939809.385103
Xilinx Inc,Information Technology,62.82,27.19,2.0904882,2.32,77.26,54.99,17064975551,845468000.0,7.101206,7.22,121181906772.61452
XL Capital,Financials,41.26,-19.93,2.0952382,-2.24,47.27,33.77,10753423590,0.0,0.84394187,0.97,9075264413.446712
Xylem Inc.,Industrials,70.24,30.94,1.1700794,1.83,76.81,46.86,12915021000,722000000.0,2.7262094,5.31,35209051651.3974
Yum! Brands Inc,Consumer Discretionary,76.3,27.25,1.7970798,4.07,86.93,62.85,27003303098,2289000000.0,6.3136363,212.08,170489034659.43524
Zimmer Biomet Holdings,Health Care,115.53,14.32,0.7948336,9.01,133.49,108.17,24454698119,2007400000.0,3.1648953,2.39,77396559139.74194
Zions Bancorp,Financials,50.71,17.73,1.480933,2.6,55.61,38.43,10670678640,0.0,3.7945793,1.42,40490736284.29615
Zoetis,Health Care,71.51,32.8,0.68237203,1.65,80.13,52.0,35991109776,1734000000.0,9.280896,18.09,334029746755.6393
